,author_id,info_gain,features,feature_stats,author,feature_names
82,82,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[167, 275, 300, 317, 368]","[np.float64(0.0006006783591093139), np.float64(0.006370877826084816), np.float64(0.006370877826084816), np.float64(0.006370877826084816), np.float64(0.00040791585939492606)]",Plevako,"['(X, <-, CCONJ, advmod)' '(X, <-, PRON, nmod)' '(AUX, <-, NOUN, root)'
 '(ADP, <-, PUNCT, PAD)' '(AUX, ->, PROPN, fixed)']"
83,83,"[np.float64(0.053266434481814784), np.float64(0.051012842163757455), np.float64(0.050277027743207525), np.float64(0.04931136408156178), np.float64(0.04649139888618137)]","[29, 77, 253, 105, 238]","[np.float64(0.04531119485741261), np.float64(0.028140646309173834), np.float64(0.013451159794839178), np.float64(0.02456270596206411), np.float64(0.014505294076119994)]",Preobrazhensky,"['(DET, ->, SCONJ, acl:relcl)' '(VERB, <-, CCONJ, cc)'
 '(PRON, <-, VERB, aux:pass)' '(DET, ->, NUM, obl)'
 '(SYM, <-, DET, nsubj)']"
84,84,"[np.float64(0.048931314665089376), np.float64(0.048436808934802955), np.float64(0.046380202458783826), np.float64(0.04630327489636432), np.float64(0.042998008493452367)]","[226, 54, 1414, 1403, 812]","[np.float64(0.011496149758440634), np.float64(0.027569592994202054), np.float64(0.0012090932194788952), np.float64(0.0013835000260075737), np.float64(0.002690221244496784)]",Prokofeva,"['(PROPN, <-, PART, flat)' '(VERB, <-, INTJ, nsubj)'
 '(PART, ->, INTJ, nummod:gov)' '(NOUN, <-, ADJ, parataxis)'
 '(ADP, ->, ADV, punct)']"
85,85,"[np.float64(0.03822203191747642), np.float64(0.03730536525080974), np.float64(0.03544425413969854), np.float64(0.03338869858414295), np.float64(0.03305536525080999)]","[188, 20, 337, 4, 68]","[np.float64(0.013853693312534865), np.float64(0.05538418810504756), np.float64(0.00932766477186268), np.float64(0.08553265215949166), np.float64(0.02770738662506973)]",Pushkin,"['(ADP, ->, SYM, punct)' '(PRON, ->, NOUN, csubj)' '(ADV, ->, ADJ, nmod)'
 '(SCONJ, ->, INTJ, advmod)' '(NUM, ->, ADJ, root)']"
86,86,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[0, 4, 5, 11, 12]","[np.float64(0.00012472143154386052), np.float64(0.000574277395256342), np.float64(0.03018306793449014), np.float64(0.010061022644830043), np.float64(0.010061022644830043)]",pvlida,"['(PROPN, ->, ADJ, advcl)' '(SCONJ, ->, INTJ, advmod)'
 '(PAD, <-, NUM, amod)' '(AUX, ->, NOUN, ccomp)' '(PROPN, <-, PRON, obj)']"
87,87,"[np.float64(0.06538802943013922), np.float64(0.054261876519929086), np.float64(0.05416398363131647), np.float64(0.05249679775781324), np.float64(0.05235738110330901)]","[1771, 80, 1748, 0, 86]","[np.float64(0.00011476804875352292), np.float64(0.02119926983326746), np.float64(0.00033367012910787006), np.float64(0.11651868026288226), np.float64(0.019679965497726135)]",Regentov,"['(PRON, ->, PART, flat)' '(ADJ, <-, PART, det)' '(DET, <-, PUNCT, case)'
 '(PROPN, ->, ADJ, advcl)' '(VERB, ->, PART, case)']"
88,88,"[np.float64(0.04909643527585572), np.float64(0.04784851514274402), np.float64(0.04772636423024379), np.float64(0.04745631167233777), np.float64(0.047393585528080595)]","[570, 935, 941, 947, 919]","[np.float64(0.006206650442964613), np.float64(0.0031033252214823065), np.float64(0.0031033252214823065), np.float64(0.0031033252214823065), np.float64(0.0031033252214823065)]",Rubina,"['(VERB, ->, NUM, amod)' '(NOUN, <-, INTJ, det)' '(VERB, ->, SYM, mark)'
 '(VERB, <-, ADJ, root)' '(ADJ, ->, AUX, csubj)']"
89,89,"[np.float64(0.08069929919154739), np.float64(0.07883486719842026), np.float64(0.07376924691465458), np.float64(0.07246144210580518), np.float64(0.06903549588165547)]","[1439, 387, 1601, 482, 66]","[np.float64(0.0010406559717593953), np.float64(0.007923084927820512), np.float64(0.0008140524707019041), np.float64(0.006234491658501377), np.float64(0.02454272458630352)]",Rybakov,"['(NUM, ->, INTJ, punct)' '(NUM, ->, VERB, orphan)'
 '(VERB, ->, VERB, iobj)' '(DET, ->, DET, flat:name)'
 '(NUM, <-, PUNCT, nummod:gov)']"
90,90,"[np.float64(0.04776333964159518), np.float64(0.041655673966541906), np.float64(0.040726209642734656), np.float64(0.03955822133018283), np.float64(0.03929011107685232)]","[345, 351, 344, 97, 352]","[np.float64(0.008933244604524685), np.float64(0.008933244604524685), np.float64(0.008933244604524685), np.float64(0.025831082142257395), np.float64(0.008933244604524685)]",Salnikov,"['(PART, ->, PUNCT, mark)' '(NOUN, ->, VERB, nsubj)'
 '(NOUN, <-, VERB, acl)' '(PUNCT, ->, VERB, nmod)'
 '(PRON, ->, PUNCT, obl)']"
91,91,"[np.float64(0.08916104817209525), np.float64(0.08665255797652216), np.float64(0.08357466776991918), np.float64(0.08316286376900617), np.float64(0.08225257127455532)]","[28, 656, 337, 1452, 305]","[np.float64(0.05577734528718635), np.float64(0.006976584219363141), np.float64(0.013369127425154365), np.float64(0.001918840602309544), np.float64(0.014479707469493732)]",SaltykovSchedrin,"['(X, <-, NUM, root)' '(ADJ, ->, INTJ, flat)' '(ADV, ->, ADJ, nmod)'
 '(ADP, ->, DET, nsubj)' '(CCONJ, ->, NOUN, fixed)']"
92,92,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[7, 162, 297, 302, 315]","[np.float64(0.003837041820960443), np.float64(0.0805778782401693), np.float64(0.003837041820960443), np.float64(0.007674083641920886), np.float64(0.003837041820960443)]",Semihatov,"['(VERB, <-, PAD, case)' '(VERB, ->, PROPN, obl)' '(PAD, ->, VERB, amod)'
 '(PUNCT, ->, PUNCT, acl:relcl)' '(PUNCT, <-, PUNCT, root)']"
93,93,"[np.float64(0.09837571698820236), np.float64(0.09827238233803837), np.float64(0.09466834862692064), np.float64(0.08909117695031799), np.float64(0.08655239744506671)]","[402, 1292, 1608, 529, 842]","[np.float64(0.007612416799695835), np.float64(0.0015591248797899974), np.float64(0.0009370541468583792), np.float64(0.005705201022254284), np.float64(0.0033026233507504913)]",Serafimovich,"['(PAD, <-, PRON, parataxis)' '(NOUN, <-, SYM, obl)'
 '(VERB, ->, ADV, ccomp)' '(VERB, <-, INTJ, nummod:gov)'
 '(PAD, ->, ADV, conj)']"
94,94,"[np.float64(0.053907155886654845), np.float64(0.05269822270097768), np.float64(0.04992944619270534), np.float64(0.0458678990932454), np.float64(0.04369699739381139)]","[370, 595, 1225, 870, 377]","[np.float64(0.010803557921752412), np.float64(0.006762076363758383), np.float64(0.002283301016901176), np.float64(0.004104479794533612), np.float64(0.010643217389439547)]",Sergeev-Tsenskij,"['(ADV, ->, VERB, nummod:gov)' '(ADJ, <-, PART, root)'
 '(DET, ->, SCONJ, fixed)' '(SYM, <-, X, case)' '(PRON, <-, ADJ, amod)']"
95,95,"[np.float64(0.037249809695254044), np.float64(0.037249809695254044), np.float64(0.03663869858414304), np.float64(0.0364720319174765), np.float64(0.036222031917476416)]","[18, 721, 1737, 858, 722]","[np.float64(0.10891904387834504), np.float64(0.006503796279480342), np.float64(0.0013489170039443507), np.float64(0.004858303406659604), np.float64(0.006503796279480342)]",Shevtsov,"['(ADP, <-, PRON, cc)' '(PART, <-, VERB, cop)' '(VERB, <-, NOUN, root)'
 '(SCONJ, <-, DET, nsubj)' '(X, ->, X, acl:relcl)']"
96,96,"[np.float64(0.037666476361920664), np.float64(0.037110920806365244), np.float64(0.03683314302858731), np.float64(0.035666476361920996), np.float64(0.03561092080636541)]","[464, 463, 1256, 110, 1723]","[np.float64(0.00747277804101218), np.float64(0.00747277804101218), np.float64(0.0016818158009398385), np.float64(0.02241833412303654), np.float64(0.0007540537986366381)]",Shukshin,"['(PART, <-, VERB, advmod)' '(ADJ, ->, CCONJ, fixed)'
 '(ADJ, ->, PROPN, nummod:gov)' '(AUX, <-, PRON, obj)'
 '(ADP, <-, ADP, discourse)']"
97,97,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[98, 108, 279, 335, 371]","[np.float64(0.0009056155591004536), np.float64(0.02659149005670183), np.float64(0.02659149005670183), np.float64(0.002541349921866798), np.float64(0.0010831071686703674)]",ShushpanovLouk,"['(NOUN, ->, ADJ, flat:foreign)' '(PAD, <-, VERB, conj)'
 '(AUX, ->, INTJ, nummod)' '(NUM, ->, ADP, det)' '(X, ->, PRON, cop)']"
98,98,"[np.float64(0.03399378494658245), np.float64(0.03372203191747636), np.float64(0.03155536525080982), np.float64(0.028444254139698644), np.float64(0.02759372503916968)]","[157, 80, 123, 204, 770]","[np.float64(0.01838558360334324), np.float64(0.025182331020570856), np.float64(0.019482044707883152), np.float64(0.013509043646676013), np.float64(0.00037194497840932445)]",Shushpanov,"['(NOUN, <-, PAD, mark)' '(ADJ, <-, PART, det)' '(PUNCT, ->, NOUN, advcl)'
 '(PRON, ->, DET, amod)' '(DET, ->, PART, obl)']"
99,99,"[np.float64(0.05131618407839411), np.float64(0.051302597773498104), np.float64(0.05069013806635381), np.float64(0.05068535034955357), np.float64(0.05067190829924806)]","[1259, 156, 1379, 1378, 275]","[np.float64(0.0017964401909736976), np.float64(0.020176593915572825), np.float64(0.001445431989764024), np.float64(0.001445431989764024), np.float64(0.012677317204156905)]",Simonov,"['(NOUN, <-, X, nummod)' '(PART, <-, PUNCT, advmod)'
 '(NOUN, <-, PUNCT, iobj)' '(PAD, ->, NOUN, punct)' '(X, <-, PRON, nmod)']"
100,100,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[11, 21, 77, 115, 191]","[np.float64(0.051821377242834504), np.float64(0.008615741356647786), np.float64(0.008615741356647786), np.float64(0.021539353391619463), np.float64(0.012508608299994537)]",Soloviev,"['(AUX, ->, NOUN, ccomp)' '(VERB, ->, INTJ, punct)'
 '(VERB, <-, CCONJ, cc)' '(PRON, <-, X, csubj)' '(ADV, ->, DET, conj)']"
101,101,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[0, 8, 15, 33, 78]","[np.float64(0.10708787116483487), np.float64(0.040519735035342924), np.float64(0.0028942667882387806), np.float64(0.0028942667882387806), np.float64(0.0028942667882387806)]",Solovyov,"['(PROPN, ->, ADJ, advcl)' '(NOUN, <-, DET, PAD)'
 '(ADJ, ->, INTJ, nummod)' '(PART, <-, NUM, iobj)'
 '(PART, <-, PART, mark)']"
102,102,"[np.float64(0.05184412304523223), np.float64(0.0454124364225158), np.float64(0.045219184574099125), np.float64(0.04303079525946374), np.float64(0.039342100744886754)]","[38, 1810, 1134, 24, 384]","[np.float64(0.05232732772505589), np.float64(0.0005614819149698481), np.float64(0.0016711700993912958), np.float64(0.06054948023852136), np.float64(0.009840957849986797)]",Stepnova,"['(PROPN, <-, ADV, nummod:gov)' '(ADV, <-, ADJ, case)'
 '(ADJ, <-, PART, advcl)' '(VERB, ->, PART, obl)' '(DET, ->, ADV, obl)']"
103,103,"[np.float64(0.08107656791958417), np.float64(0.07898337431600488), np.float64(0.07437349421635009), np.float64(0.07429903095724344), np.float64(0.07266481307257533)]","[441, 402, 113, 263, 669]","[np.float64(0.006765247071425342), np.float64(0.00745009563435004), np.float64(0.019661947569666348), np.float64(0.010580750629607286), np.float64(0.004287091248180857)]",Strugatskie,"['(X, ->, PROPN, advcl)' '(PAD, <-, PRON, parataxis)'
 '(PROPN, ->, X, nsubj)' '(DET, ->, NOUN, punct)'
 '(NOUN, ->, NOUN, orphan)']"
104,104,"[np.float64(0.08268293252646142), np.float64(0.07857815816857383), np.float64(0.06902363290563418), np.float64(0.06888942860811087), np.float64(0.06847461419783218)]","[57, 613, 695, 79, 1438]","[np.float64(0.0276146439241725), np.float64(0.004525676635889832), np.float64(0.0038425495731230657), np.float64(0.023883587017125965), np.float64(0.0009212604997545082)]",Tamonikov,"['(VERB, <-, PROPN, acl)' '(ADJ, ->, DET, advmod)'
 '(PART, ->, VERB, conj)' '(NUM, <-, CCONJ, punct)'
 '(INTJ, <-, NOUN, amod)']"
105,105,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[152, 358, 465, 547, 599]","[np.float64(0.008120313228944232), np.float64(0.001774525640189158), np.float64(0.001774525640189158), np.float64(0.001774525640189158), np.float64(0.003549051280378316)]",TEDRus,"['(VERB, ->, DET, obl)' '(ADV, <-, ADP, advmod)'
 '(PUNCT, ->, ADP, orphan)' '(PART, ->, PART, advcl)'
 '(ADJ, <-, AUX, csubj)']"
106,106,"[np.float64(0.056407140225369634), np.float64(0.05201376397768387), np.float64(0.05155270689406588), np.float64(0.049937124015352996), np.float64(0.049904127371678375)]","[692, 1578, 312, 857, 78]","[np.float64(0.004854638601560286), np.float64(0.0011784651061029125), np.float64(0.011595476575009313), np.float64(0.0036200998944741483), np.float64(0.028435926562710354)]",Teffi,"['(X, ->, ADV, appos)' '(PART, <-, DET, conj)' '(NOUN, <-, NUM, cop)'
 '(X, ->, PROPN, obj)' '(PART, <-, PART, mark)']"
107,107,"[np.float64(0.1296626940790767), np.float64(0.11905518176979268), np.float64(0.11739397082904057), np.float64(0.11721097688171978), np.float64(0.11703088926905836)]","[12, 117, 148, 22, 411]","[np.float64(0.0769749586692073), np.float64(0.028794605088084537), np.float64(0.02472916592768576), np.float64(0.06431009438919126), np.float64(0.01047865688187884)]",Tolstoy,"['(PROPN, <-, PRON, obj)' '(NUM, ->, SYM, fixed)'
 '(PUNCT, ->, ADP, advmod)' '(PRON, ->, ADP, mark)' '(PAD, ->, NOUN, det)']"
108,108,"[np.float64(0.06098258001444712), np.float64(0.05978311748194387), np.float64(0.05103402845534388), np.float64(0.0508964806570501), np.float64(0.050602511255221416)]","[331, 1034, 553, 1038, 1017]","[np.float64(0.011007208677892724), np.float64(0.0029626623240152057), np.float64(0.007003301245990349), np.float64(0.002945216134623601), np.float64(0.003016744532087476)]",Turgenev,"['(NOUN, <-, PUNCT, case)' '(VERB, ->, ADP, appos)' '(X, <-, NUM, obj)'
 '(PART, ->, PRON, flat:name)' '(DET, <-, PROPN, parataxis)']"
109,109,"[np.float64(0.09641621601532835), np.float64(0.08969549629534046), np.float64(0.08759118144894296), np.float64(0.0775162672175741), np.float64(0.07739154146197058)]","[1406, 82, 1413, 454, 219]","[np.float64(0.00014891937330378907), np.float64(0.02141913837686404), np.float64(7.729649696886779e-05), np.float64(0.005789809383354321), np.float64(0.010837574046486486)]",Uspensky,"['(PUNCT, ->, PROPN, advmod)' '(VERB, <-, PROPN, ccomp)'
 '(CCONJ, <-, PUNCT, punct)' '(PART, ->, PUNCT, root)'
 '(PAD, ->, ADV, discourse)']"
110,110,"[np.float64(0.07918062474383392), np.float64(0.07868269693361629), np.float64(0.07746235259924417), np.float64(0.07613031451492835), np.float64(0.07554338203721866)]","[116, 162, 268, 779, 220]","[np.float64(0.02006896605061356), np.float64(0.016115073830776604), np.float64(0.01164523670948599), np.float64(0.003663925166523736), np.float64(0.013385417542764982)]",Vainery,"['(PART, ->, NUM, root)' '(VERB, ->, PROPN, obl)' '(PAD, ->, SYM, appos)'
 '(NOUN, <-, PAD, nsubj:pass)' '(X, <-, X, cop)']"
111,111,"[np.float64(0.04091647636192075), np.float64(0.04091647636192075), np.float64(0.04036092080636533), np.float64(0.03980536525080969), np.float64(0.039249809695254045)]","[56, 1024, 576, 817, 70]","[np.float64(0.03671076041098032), np.float64(0.0017771956392012012), np.float64(0.004367391166726985), np.float64(0.002590195527525783), np.float64(0.0006311894597924823)]",vestnik nsu,"['(ADJ, ->, ADP, advmod)' '(PART, ->, DET, amod)'
 '(CCONJ, ->, VERB, amod)' '(ADJ, ->, NOUN, mark)'
 '(PRON, ->, X, acl:relcl)']"
112,112,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[5, 16, 17, 26, 27]","[np.float64(0.043713408732709846), np.float64(0.03928756126825422), np.float64(0.04396287707146386), np.float64(0.007460724216990158), np.float64(0.0007093430164521006)]",VestnikRayona,"['(PAD, <-, NUM, amod)' '(INTJ, ->, ADP, mark)' '(PAD, <-, CCONJ, advmod)'
 '(PAD, ->, PAD, orphan)' '(VERB, <-, CCONJ, punct)']"
113,113,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[13, 298, 370, 488, 493]","[np.float64(0.00333442787798528), np.float64(0.00333442787798528), np.float64(0.00333442787798528), np.float64(0.00333442787798528), np.float64(0.005112040214458767)]",Vladimirova,"['(PART, <-, NUM, parataxis)' '(AUX, ->, PROPN, amod)'
 '(ADV, ->, VERB, nummod:gov)' '(PROPN, ->, NOUN, orphan)'
 '(PUNCT, ->, ADJ, acl)']"
114,114,"[np.float64(0.05040179935160238), np.float64(0.040287348236807685), np.float64(0.04027581884292619), np.float64(0.03858803537477684), np.float64(0.03819766426597371)]","[443, 39, 1357, 797, 1394]","[np.float64(0.0044285637765282574), np.float64(0.027522613250217348), np.float64(0.0005238908253422769), np.float64(0.0017573268787823351), np.float64(0.00015784262943733805)]",Vlasova,"['(PROPN, ->, PRON, parataxis)' '(ADV, <-, VERB, orphan)'
 '(PRON, ->, VERB, obj)' '(X, <-, NUM, nsubj)'
 '(ADJ, ->, PROPN, flat:foreign)']"
115,115,"[np.float64(0.07484603634277764), np.float64(0.07380865516832902), np.float64(0.07057549985287026), np.float64(0.0649959707890635), np.float64(0.06364262214064653)]","[0, 656, 211, 530, 797]","[np.float64(0.1032997130613046), np.float64(0.006358636437518187), np.float64(0.015852759098641207), np.float64(0.007594489880186049), np.float64(0.00460871311157308)]",Voinovich,"['(PROPN, ->, ADJ, advcl)' '(ADJ, ->, INTJ, flat)' '(PRON, ->, ADV, conj)'
 '(NOUN, ->, NUM, nummod)' '(X, <-, NUM, nsubj)']"
116,116,"[np.float64(0.0641424513656883), np.float64(0.0609120700293696), np.float64(0.05553944164864866), np.float64(0.05314414136075585), np.float64(0.051889471098624296)]","[1314, 1428, 830, 177, 746]","[np.float64(0.001221261428658819), np.float64(0.0010633287108198987), np.float64(0.002410663130022768), np.float64(0.011721898432854908), np.float64(0.0026554879307224555)]",Volkov,"['(ADV, <-, PART, advmod)' '(PRON, <-, VERB, csubj:pass)'
 '(PRON, ->, DET, appos)' '(INTJ, ->, VERB, obl)'
 '(PUNCT, ->, PUNCT, aux:pass)']"
117,117,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[3, 4, 25, 39, 53]","[np.float64(0.040186101976179944), np.float64(0.03333912315115876), np.float64(0.007768729869791374), np.float64(0.013395367325393315), np.float64(0.013395367325393315)]",Vorotyntseva,"['(X, <-, PROPN, flat)' '(SCONJ, ->, INTJ, advmod)' '(AUX, <-, PART, cc)'
 '(ADV, <-, VERB, orphan)' '(ADV, ->, NOUN, obl)']"
118,118,"[np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994), np.float64(0.023274811972684994)]","[1, 19, 71, 75, 81]","[np.float64(0.0008570899951836344), np.float64(0.08032590659985277), np.float64(0.03609657846939256), np.float64(0.002776659882260966), np.float64(0.013387651099975462)]",YasenevoMedia,"['(X, ->, PROPN, mark)' '(NOUN, <-, VERB, iobj)'
 '(PROPN, <-, PAD, parataxis)' '(PROPN, <-, DET, fixed)'
 '(VERB, <-, X, nummod)']"
119,119,"[np.float64(0.10115003192923777), np.float64(0.09473770395910674), np.float64(0.09364463407920731), np.float64(0.09351294932119902), np.float64(0.08834383742104368)]","[0, 28, 312, 105, 200]","[np.float64(0.15445564552566343), np.float64(0.043228735024749304), np.float64(0.009097883571750513), np.float64(0.01950812738613683), np.float64(0.013206667210382063)]",Zemlyanoj,"['(PROPN, ->, ADJ, advcl)' '(X, <-, NUM, root)' '(NOUN, <-, NUM, cop)'
 '(DET, ->, NUM, obl)' '(NOUN, ->, DET, flat:foreign)']"
120,120,"[np.float64(0.05960144914107157), np.float64(0.05562258297315048), np.float64(0.05212629721239792), np.float64(0.0491077145406873), np.float64(0.04850022428642864)]","[1475, 1451, 61, 1474, 813]","[np.float64(6.085641068322363e-05), np.float64(0.00025667285385893283), np.float64(0.025667794837997103), np.float64(6.874530137358091e-05), np.float64(0.0025147511315501444)]",Zhitkov,"['(ADJ, <-, PROPN, flat:name)' '(VERB, <-, ADV, mark)'
 '(PART, <-, PROPN, conj)' '(NOUN, ->, ADP, nummod)'
 '(PUNCT, ->, ADJ, nsubj)']"
121,121,"[np.float64(0.045618765783211), np.float64(0.04399754313453397), np.float64(0.04259854695600396), np.float64(0.04257081539749019), np.float64(0.04245988916343579)]","[828, 834, 831, 838, 829]","[np.float64(0.002613986426296247), np.float64(0.002613986426296247), np.float64(0.002613986426296247), np.float64(0.002613986426296247), np.float64(0.002613986426296247)]",ZlotnikovNikolaev,"['(VERB, ->, PRON, flat:foreign)' '(PRON, <-, NOUN, obl)'
 '(NUM, <-, DET, det)' '(PRON, <-, PROPN, nsubj)' '(PRON, <-, NOUN, acl)']"
122,122,"[np.float64(0.03788857626780462), np.float64(0.03690858764455651), np.float64(0.0367030292154209), np.float64(0.036586284121777446), np.float64(0.03603846960569912)]","[870, 156, 306, 826, 689]","[np.float64(0.002972255579083213), np.float64(0.016132392318344204), np.float64(0.009961543095205546), np.float64(0.003072529102671515), np.float64(0.004286315985738341)]",Zlotnikov,"['(SYM, <-, X, case)' '(PART, <-, PUNCT, advmod)'
 '(SCONJ, <-, VERB, advmod)' '(ADV, ->, ADJ, advmod)'
 '(DET, <-, AUX, advcl)']"
123,123,"[np.float64(0.0861516996075985), np.float64(0.08584227605252659), np.float64(0.07786846701347627), np.float64(0.0735247670999184), np.float64(0.0695576060590829)]","[520, 975, 228, 281, 1611]","[np.float64(0.005158148777030791), np.float64(0.0022206113438394967), np.float64(0.010933237999567585), np.float64(0.009395912494679118), np.float64(0.000812897599274512)]",Zoschenko,"['(ADV, ->, NOUN, orphan)' '(X, <-, X, acl)' '(ADP, ->, X, det)'
 '(ADV, <-, PART, orphan)' '(PAD, <-, ADV, root)']"
